character	code_point	kMandarin17	CNS11643	policy
麧	U+9EA7	hé	gē hé	kMandarin17 retained
麮	U+9EAE	qù	qǔ qù	kMandarin17 retained
麯	U+9EAF	qū	jú qū qú	kMandarin17 retained
麴	U+9EB4	qū	qú	kMandarin17 retained
麶	U+9EB6	chi	lí chī	kMandarin17 retained
麼	U+9EBC	me	má ma mó mǒ me	kMandarin17 retained
麽	U+9EBD	mó	má ma mó mǒ me	kMandarin17 retained
麿	U+9EBF	mo	lǚ	kMandarin17 retained
黊	U+9ECA	huà	huà xī	kMandarin17 retained
黋	U+9ECB	kuàng	guǎng kuǎng kuàng huǎng huàng	kMandarin17 retained
黑	U+9ED1	hēi	hè hēi hěi	kMandarin17 retained
黒	U+9ED2	hēi	hè hēi hěi	kMandarin17 retained
黢	U+9EE2	qū	qù	kMandarin17 retained
黦	U+9EE6	yuè	yè yù	kMandarin17 retained
黫	U+9EEB	yān	zhěn yān yīn	kMandarin17 retained
黬	U+9EEC	yán	jiān	kMandarin17 retained
黭	U+9EED	yǎn	ǎn	kMandarin17 retained
黮	U+9EEE	dǎn	tǎn	kMandarin17 retained
黵	U+9EF5	zhǎn	dǎn	kMandarin17 retained
黽	U+9EFD	miǎn	mǐn	kMandarin17 retained
鼆	U+9F06	méng	měng	kMandarin17 retained
鼌	U+9F0C	cháo	zhāo cháo	kMandarin17 retained
鼑	U+9F11	dǐng	dǐng zhēn	kMandarin17 retained
鼨	U+9F28	zhōng	tóng zhōng	kMandarin17 retained
鼰	U+9F30	jú	niàn jú	kMandarin17 retained
鼵	U+9F35	tū	tú	kMandarin17 retained
鼸	U+9F38	xiàn	qiǎn xiǎn	kMandarin17 retained
鼼	U+9F3C	yào	yà yào	kMandarin17 retained
鼿	U+9F3F	wù	huī wū	kMandarin17 retained
齂	U+9F42	xiè	xì	kMandarin17 retained
齃	U+9F43	è	gé hé è	kMandarin17 retained
齈	U+9F48	nòng	nóng	kMandarin17 retained
齊	U+9F4A	qí	jì qí zhāi zī	kMandarin17 retained
齐	U+9F50	qí	jì qí zhāi zī	kMandarin17 retained
齙	U+9F59	bāo	bāo páo	kMandarin17 retained
齚	U+9F5A	zé	xí zhà zé cù	kMandarin17 retained
齛	U+9F5B	xiè	xiè shì	kMandarin17 retained
齜	U+9F5C	chái	chái zī	kMandarin17 retained
齦	U+9F66	kěn	kěn yín	kMandarin17 retained
齩	U+9F69	yǎo	jiāo yǎo	kMandarin17 retained
齫	U+9F6B	yǔn	kǔn	kMandarin17 retained
齭	U+9F6D	chǔ	chǔ suǒ	kMandarin17 retained
齳	U+9F73	yǔn	yuǎn	kMandarin17 retained
齴	U+9F74	yǎn	xiǎn yǎn	kMandarin17 retained
齵	U+9F75	óu	óu yú	kMandarin17 retained
齹	U+9F79	cī	chī	kMandarin17 retained
齼	U+9F7C	chǔ	chǔ suǒ	kMandarin17 retained
龂	U+9F82	yín	yín yǐn	kMandarin17 retained
龃	U+9F83	jǔ	jǔ zhā	kMandarin17 retained
龇	U+9F87	zī	chái zī	kMandarin17 retained
龈	U+9F88	yín	kěn yín yǐn	kMandarin17 retained
龉	U+9F89	yǔ	wú yǔ	kMandarin17 retained
龐	U+9F90	páng	páng péng	kMandarin17 retained
龓	U+9F93	lǒng	lóng lǒng	kMandarin17 retained
龖	U+9F96	dá	tà	kMandarin17 retained
龘	U+9F98	dá	tà	kMandarin17 retained
龛	U+9F9B	kān	kè kān	kMandarin17 retained
龜	U+9F9C	guī	guī jūn qiū	kMandarin17 retained
龟	U+9F9F	guī	guī qiū	kMandarin17 retained
龡	U+9FA1	chuī	chuī chuì	kMandarin17 retained
龣	U+9FA3	jué	lù jué	kMandarin17 retained
𠀼	U+2003C	qián	qián xià	kMandarin17 retained
𠁗	U+20057	shì	jū shì	kMandarin17 retained
𠁥	U+20065	gǎ	guāi guǎi	kMandarin17 retained
𠁷	U+20077	chǎn	chǎn chàn	kMandarin17 retained
𠂄	U+20084	huān	huān zhōu	kMandarin17 retained
𠄒	U+20112	chuí	chuí shā shà shài	kMandarin17 retained
𠄮	U+2012E	yà	yā yǎ yà	kMandarin17 retained
𠅤	U+20164	xí	sī	kMandarin17 retained
𠆌	U+2018C	yōng	yōng yóng	kMandarin17 retained
𠆩	U+201A9	fàn	fán	kMandarin17 retained
𠉗	U+20257	luò	nuó qiāo shān yíng	kMandarin17 retained
𠉣	U+20263	hūn	hūn hùn	kMandarin17 retained
𠉤	U+20264	dá	tà	kMandarin17 retained
𠊌	U+2028C	rán	nán	kMandarin17 retained
𠊏	U+2028F	yù	xián yù	kMandarin17 retained
𠊒	U+20292	jiàn	jiàn qiǎn	kMandarin17 retained
𠊤	U+202A4	zhì	zhǐ	kMandarin17 retained
𠊩	U+202A9	zhuàn	chán	kMandarin17 retained
𠊪	U+202AA	shù	dōu shù	kMandarin17 retained
𠊫	U+202AB	xùn	qióng	kMandarin17 retained
𠊭	U+202AD	qiǎn	hàn qiān qiǎn	kMandarin17 retained
𠊾	U+202BE	kuí	kuí jì	kMandarin17 retained
𠋢	U+202E2	sǒu	zhòu sōu sǒu	kMandarin17 retained
𠋶	U+202F6	mǐng	míng mǐng	kMandarin17 retained
𠌪	U+2032A	chōu	tāo	kMandarin17 retained
𠌯	U+2032F	lì	lí lì	kMandarin17 retained
𠍄	U+20344	dōu	dōu shù	kMandarin17 retained
𠍳	U+20373	yì	ài yì	kMandarin17 retained
𠏡	U+203E1	xiān	lián líng xiān	kMandarin17 retained
𠐍	U+2040D	sú	sù	kMandarin17 retained
𠐢	U+20422	wèn	wàn	kMandarin17 retained
𠐵	U+20435	dǎo	dào	kMandarin17 retained
𠐽	U+2043D	guì	guī guì kuí	kMandarin17 retained
𠓊	U+204CA	huī	dān huī	kMandarin17 retained
𠓮	U+204EE	lǐn	lǐn yǐn	kMandarin17 retained
𠓷	U+204F7	bì	bì chéng	kMandarin17 retained
𠓸	U+204F8	shèng	chéng shèng	kMandarin17 retained
𠔋	U+2050B	jī	jī xìn	kMandarin17 retained
𠔼	U+2053C	mǎo	mǎo mòu	kMandarin17 retained
𠕁	U+20541	cóng	chǎi cè	kMandarin17 retained
𠖹	U+205B9	xié	xiá xié	kMandarin17 retained
𠗦	U+205E6	píng	píng féng	kMandarin17 retained
𠘆	U+20606	shěn	sēn	kMandarin17 retained
𠘢	U+20622	hé	hè	kMandarin17 retained
𠘺	U+2063A	suò	chōng	kMandarin17 retained
𠙆	U+20646	jù	jué què xùn	kMandarin17 retained
𠚯	U+206AF	kūn	kūn wán	kMandarin17 retained
𠚳	U+206B3	kuò	cǔn	kMandarin17 retained
𠚼	U+206BC	bān	bīn	kMandarin17 retained
𠛙	U+206D9	cù	ruì	kMandarin17 retained
𠛩	U+206E9	jiǔ	jiū	kMandarin17 retained
𠛭	U+206ED	yān	yōu yuān	kMandarin17 retained
𠛮	U+206EE	quān	quán	kMandarin17 retained
𠛳	U+206F3	kè	kè hé	kMandarin17 retained
𠜉	U+20709	jiǔ	jiū	kMandarin17 retained
𠜗	U+20717	xī	xì	kMandarin17 retained
𠝑	U+20751	jiāo	wèi	kMandarin17 retained
𠝚	U+2075A	zhá	zhá chè	kMandarin17 retained
𠝝	U+2075D	zhé	zhá zhé	kMandarin17 retained
𠞃	U+20783	zhé	jié	kMandarin17 retained
𠞄	U+20784	tī	tī chǐ	kMandarin17 retained
𠞊	U+2078A	chā	chā chāi	kMandarin17 retained
𠞩	U+207A9	chì	chí chì shuà	kMandarin17 retained
𠞭	U+207AD	lóu	lóu lòu	kMandarin17 retained
𠞰	U+207B0	jiǎo	jiǎo cháo zǎo	kMandarin17 retained
𠟅	U+207C5	zhào	zhì zhào rì	kMandarin17 retained
𠟈	U+207C8	piē	piě	kMandarin17 retained
𠟉	U+207C9	zhǎn	zhǎn chàn	kMandarin17 retained
𠟓	U+207D3	cuì	chá	kMandarin17 retained
𠟨	U+207E8	lìng	líng lìng	kMandarin17 retained
𠟺	U+207FA	rú	rú ruǎn	kMandarin17 retained
𠟻	U+207FB	zé	bài zé	kMandarin17 retained
𠠢	U+20822	líng	líng lìng	kMandarin17 retained
𠡂	U+20842	bì	bèi bì fèi	kMandarin17 retained
𠡑	U+20851	zhuó	zhuō	kMandarin17 retained
𠡞	U+2085E	mò	mào	kMandarin17 retained
𠡠	U+20860	chì	lài chì	kMandarin17 retained
𠡭	U+2086D	líng	léng líng lìng	kMandarin17 retained
𠡮	U+2086E	bēng	bēng kēng	kMandarin17 retained
𠡸	U+20878	zǐ	zǐ zì	kMandarin17 retained
𠢕	U+20895	háo	hāo háo	kMandarin17 retained
𠢠	U+208A0	lì	lì jí	kMandarin17 retained
𠢲	U+208B2	kǎi	kǎi kài xiè	kMandarin17 retained
𠣄	U+208C4	chān	chán	kMandarin17 retained
𠤄	U+20904	jū	jú qú	kMandarin17 retained
𠤎	U+2090E	huà	bǐ huā huà	kMandarin17 retained
𠤕	U+20915	yí	xián xiàn shǐ yí	kMandarin17 retained
𠤘	U+20918	yí	yí yǐ	kMandarin17 retained
𠤦	U+20926	ruǎn	rú ruǎn	kMandarin17 retained
𠤼	U+2093C	diào	tiào	kMandarin17 retained
𠥍	U+2094D	ē	yē	kMandarin17 retained
𠥑	U+20951	diào	diào tiào	kMandarin17 retained
𠥕	U+20955	è	ề	kMandarin17 retained
𠥝	U+2095D	ōu	ǒu	kMandarin17 retained
𠥴	U+20974	hán	gàn hán hàn	kMandarin17 retained
𠦃	U+20983	sà	zhōu sà	kMandarin17 retained
𠦜	U+2099C	xì	xì shù	kMandarin17 retained
𠦪	U+209AA	hū	hū huì	kMandarin17 retained
𠧖	U+209D6	chǔ	zhēn	kMandarin17 retained
𠧙	U+209D9	shào	zhào shào	kMandarin17 retained
𠧴	U+209F4	yóu	yōu yóu	kMandarin17 retained
𠧵	U+209F5	chì	chǐ	kMandarin17 retained
𠩂	U+20A42	qiè	kè què	kMandarin17 retained
𠩉	U+20A49	yuè	jú yuè	kMandarin17 retained
𠩘	U+20A58	xiá	jiá	kMandarin17 retained
𠩺	U+20A7A	xī	lí xī chí	kMandarin17 retained
𠪄	U+20A84	lì	lài lì	kMandarin17 retained
𠪇	U+20A87	sǒu	sōu sǒu	kMandarin17 retained
𠪚	U+20A9A	yín	kǎn yǎn yín	kMandarin17 retained
𠪮	U+20AAE	pì	pī zhī	kMandarin17 retained
𠫸	U+20AF8	qí	qí zhāi	kMandarin17 retained
𠬆	U+20B06	guàn	guān	kMandarin17 retained
𠬋	U+20B0B	xīng	nián xīng	kMandarin17 retained
𠬤	U+20B24	yì	gāo hào zé yì	kMandarin17 retained
𠬪	U+20B2A	biào	biāo biào piǎo fú	kMandarin17 retained
𠬬	U+20B2C	xī	xì	kMandarin17 retained
𠬶	U+20B36	jìn	qīn	kMandarin17 retained
𠭴	U+20B74	zhuō	zhuō chuò	kMandarin17 retained
𠮑	U+20B91	jū	jú	kMandarin17 retained
𠮜	U+20B9C	yà	yà yīn	kMandarin17 retained
𠮨	U+20BA8	réng	shǔn	kMandarin17 retained
𠮾	U+20BBE	ǹ	én ěn èn en	kMandarin17 retained
𠮿	U+20BBF	sa	shān sa	kMandarin17 retained
𠯂	U+20BC2	cí	ní cí	kMandarin17 retained
𠯉	U+20BC9	jí	jí qì	kMandarin17 retained
𠯑	U+20BD1	guā	guā huá	kMandarin17 retained
𠯜	U+20BDC	hōu	hōu xǔ	kMandarin17 retained
𠯟	U+20BDF	xiàn	qìn xiàn	kMandarin17 retained
𠯪	U+20BEA	dāi	dāi dǎi ề	kMandarin17 retained
𠯳	U+20BF3	hù	hū wěn	kMandarin17 retained
𠰛	U+20C1B	hù	gào hù	kMandarin17 retained
𠱀	U+20C40	bō	bō lún	kMandarin17 retained
𠱙	U+20C59	zhōu	zhōu zhū zhù cù	kMandarin17 retained
𠱥	U+20C65	è	huì è	kMandarin17 retained
𠲎	U+20C8E	fa	fá fèi	kMandarin17 retained
𠲏	U+20C8F	rěn	rèn	kMandarin17 retained
𠲓	U+20C93	hóng	hōng hóng	kMandarin17 retained
𠲵	U+20CB5	qiè	jié qiè yōu	kMandarin17 retained
𠲺	U+20CBA	yì	jí	kMandarin17 retained
𠲿	U+20CBF	shuò	shuò zī zuī zuǐ	kMandarin17 retained
𠳁	U+20CC1	kěn	kěn jùn	kMandarin17 retained
𠳂	U+20CC2	huá	guā huà huài shì	kMandarin17 retained
𠳌	U+20CCC	qià	kà	kMandarin17 retained
𠳴	U+20CF4	lóu	lóu lou	kMandarin17 retained
𠴫	U+20D2B	jì	zhōu zhū cù	kMandarin17 retained
𠴾	U+20D3E	nà	nà chú zōu	kMandarin17 retained
𠵷	U+20D77	xuàn	shǔn	kMandarin17 retained
𠵸	U+20D78	hān	mí hān	kMandarin17 retained
𠶧	U+20DA7	diān	diàn	kMandarin17 retained
𠶲	U+20DB2	kè	ké kè	kMandarin17 retained
𠶻	U+20DBB	jí	jí qì	kMandarin17 retained
𠷃	U+20DC3	shāo	shòu sōu sū ō	kMandarin17 retained
𠷅	U+20DC5	zhú	duò	kMandarin17 retained
𠷏	U+20DCF	wō	wěi	kMandarin17 retained
𠷐	U+20DD0	jìng	jiàng jìng	kMandarin17 retained
𠷓	U+20DD3	xīn	xīng	kMandarin17 retained
𠷸	U+20DF8	é	é yóng	kMandarin17 retained
𠸱	U+20E31	nuò	nóu	kMandarin17 retained
𠸳	U+20E33	bó	bō	kMandarin17 retained
𠸹	U+20E39	yú	yù	kMandarin17 retained
𠹀	U+20E40	xùn	xùn sùn	kMandarin17 retained
𠹄	U+20E44	hàn	lǐng gé hàn	kMandarin17 retained
𠹅	U+20E45	hōng	hōng hǒng	kMandarin17 retained
𠹎	U+20E4E	xiāo	xiāo xiū xiǔ xǔ	kMandarin17 retained
𠹠	U+20E60	zuō	zuō zuò	kMandarin17 retained
𠺕	U+20E95	liū	liáo liū	kMandarin17 retained
𠻙	U+20ED9	hé	tà hé xiá	kMandarin17 retained
𠻜	U+20EDC	shuì	lǜ shuì sū	kMandarin17 retained
𠻝	U+20EDD	shēn	shēn cān cēn sān	kMandarin17 retained
𠻥	U+20EE5	zhào	chào	kMandarin17 retained
𠼢	U+20F22	jiàng	jiàng qiàng	kMandarin17 retained
𠽝	U+20F5D	nín	nìn	kMandarin17 retained
𠽨	U+20F68	yǐn	yīn	kMandarin17 retained
𠽫	U+20F6B	xiā	xiā xiǎ	kMandarin17 retained
𠽬	U+20F6C	ní	ne ní	kMandarin17 retained
𠽶	U+20F76	chuài	chuài chuì	kMandarin17 retained
𠽻	U+20F7B	zhé	zhá zhé	kMandarin17 retained
𠽾	U+20F7E	pēn	pēn pèn pǔ fèn	kMandarin17 retained
𠽿	U+20F7F	gū	gū guā	kMandarin17 retained
𠿇	U+20FC7	xiè	xí xì xià xiè	kMandarin17 retained
𠿈	U+20FC8	jiū	jiū zōu	kMandarin17 retained
𠿑	U+20FD1	hán	gǎn hán	kMandarin17 retained
𠿘	U+20FD8	zuǐ	zī zuī zuǐ	kMandarin17 retained
𠿜	U+20FDC	huà	huà huǎn	kMandarin17 retained
𠿢	U+20FE2	xián	xiān xián xiàn yàn	kMandarin17 retained
𠿣	U+20FE3	yī	yī yì	kMandarin17 retained
𡀔	U+21014	lù	lou lù	kMandarin17 retained
𡀽	U+2103D	yè	hē hè yè	kMandarin17 retained
𡀾	U+2103E	è	ề	kMandarin17 retained
𡁁	U+21041	yè	kài	kMandarin17 retained
𡁍	U+2104D	ài	kài	kMandarin17 retained
𡂓	U+21093	shī	shì	kMandarin17 retained
𡂖	U+21096	lài	tà lài	kMandarin17 retained
𡂛	U+2109B	dòu	tóu	kMandarin17 retained
𡂝	U+2109D	dòu	dòu dú	kMandarin17 retained
𡂿	U+210BF	ōu	ōu ou	kMandarin17 retained
𡄖	U+21116	yìng	yīng yìng	kMandarin17 retained
𡄱	U+21131	cù	qī zá zú	kMandarin17 retained
𡄴	U+21134	huò	hè	kMandarin17 retained
𡅅	U+21145	é	ế	kMandarin17 retained
𡅘	U+21158	là	liè	kMandarin17 retained
𡅶	U+21176	jiǎn	jiǎn qiān	kMandarin17 retained
𡆣	U+211A3	niè	dí nì niè qiú	kMandarin17 retained
𡆲	U+211B2	nǎn	mù nǎn	kMandarin17 retained
𡆸	U+211B8	rì	mì guó rì	kMandarin17 retained
𡇄	U+211C4	guó	nì guó qiú	kMandarin17 retained
𡇠	U+211E0	zhé	zé	kMandarin17 retained
𡇵	U+211F5	dàng	dàng tuó gù	kMandarin17 retained
𡇼	U+211FC	yà	yá	kMandarin17 retained
𡈍	U+2120D	líng	lián líng	kMandarin17 retained
𡈎	U+2120E	wū	mì rì	kMandarin17 retained
𡈙	U+21219	yóu	é	kMandarin17 retained
𡈮	U+2122E	xiá	è yà	kMandarin17 retained
𡈴	U+21234	xuán	xuán rǔ	kMandarin17 retained
𡈼	U+2123C	tǐng	tǐng zhēng rén wáng wàng yù	kMandarin17 retained
𡉄	U+21244	zài	shèng zài	kMandarin17 retained
𡉆	U+21246	lá	là	kMandarin17 retained
𡉴	U+21274	lú	lú hù	kMandarin17 retained
𡊅	U+21285	fèn	biàn fèn	kMandarin17 retained
𡌩	U+21329	tā	dá tā	kMandarin17 retained
𡌭	U+2132D	duō	duó	kMandarin17 retained
𡍥	U+21365	zhài	zhài chái	kMandarin17 retained
𡍦	U+21366	huán	hún	kMandarin17 retained
𡍲	U+21372	dā	dà	kMandarin17 retained
𡍷	U+21377	gèng	gèng héng	kMandarin17 retained
𡎚	U+2139A	piǎn	biǎn	kMandarin17 retained
𡎬	U+213AC	zhuǎ	chuǎ	kMandarin17 retained
𡎳	U+213B3	nì	nuò	kMandarin17 retained
𡐒	U+21412	háo	háo hào	kMandarin17 retained
𡐿	U+2143F	dā	dā da	kMandarin17 retained
𡑀	U+21440	yě	shù yě	kMandarin17 retained
𡑣	U+21463	kū	kū jiào qū	kMandarin17 retained
𡒃	U+21483	yù	ào yù	kMandarin17 retained
𡒒	U+21492	shú	shóu shú	kMandarin17 retained
𡒖	U+21496	gài	gài jì xì	kMandarin17 retained
𡓓	U+214D3	yín	yīn	kMandarin17 retained
𡓣	U+214E3	guō	zhǔn	kMandarin17 retained
𡓦	U+214E6	zhàn	chàn	kMandarin17 retained
𡓿	U+214FF	yín	yōng	kMandarin17 retained
𡔜	U+2151C	yáo	táo	kMandarin17 retained
𡔞	U+2151E	wǎng	wǎng wàng	kMandarin17 retained
𡔣	U+21523	jié	jié qiè	kMandarin17 retained
𡕖	U+21556	jǔ	páng féng jǔ	kMandarin17 retained
𡕢	U+21562	miǎn	mǎn miǎn	kMandarin17 retained
𡖔	U+21594	nuǒ	nuó	kMandarin17 retained
𡖝	U+2159D	rán	nuó	kMandarin17 retained
𡗞	U+215DE	xī	xí	kMandarin17 retained
𡗦	U+215E6	jiè	jié jiè	kMandarin17 retained
𡗲	U+215F2	jiè	bēn jiè	kMandarin17 retained
𡗼	U+215FC	xiè	huì	kMandarin17 retained
𡘝	U+2161D	gǔn	hǔn	kMandarin17 retained
𡘰	U+21630	juàn	zhuàn	kMandarin17 retained
𡙎	U+2164E	jiǎo	miǎo jiǎo	kMandarin17 retained
𡚈	U+21688	wéi	wéi wěi	kMandarin17 retained
𡚌	U+2168C	hào	hào jiē jié	kMandarin17 retained
𡚼	U+216BC	shí	tí jì chǐ shí	kMandarin17 retained
𡛽	U+216FD	yè	yì	kMandarin17 retained
𡜉	U+21709	rǎn	rǎn ràn	kMandarin17 retained
𡜊	U+2170A	fǒu	pēi fǒu	kMandarin17 retained
𡝊	U+2174A	zhé	xiào zhé	kMandarin17 retained
𡝟	U+2175F	niàn	nián niàn	kMandarin17 retained
𡝠	U+21760	mí	mí xiǎn	kMandarin17 retained
𡞚	U+2179A	kěng	kěn	kMandarin17 retained
𡞟	U+2179F	pàn	bàn	kMandarin17 retained
𡞣	U+217A3	xiàn	hàn	kMandarin17 retained
𡞾	U+217BE	nèn	yǎo	kMandarin17 retained
𡠜	U+2181C	mó	mó mò	kMandarin17 retained
𡠼	U+2183C	sōu	suō	kMandarin17 retained
𡢘	U+21898	yùn	yíng yùn	kMandarin17 retained
𡣀	U+218C0	chì	chè	kMandarin17 retained
𡤎	U+2190E	fàn	miǎn	kMandarin17 retained
𡤗	U+21917	zhù	zhú	kMandarin17 retained
𡤿	U+2193F	chèng	kǒng chèng	kMandarin17 retained
𡥆	U+21946	hǎo	hǎo hào	kMandarin17 retained
𡥈	U+21948	jiào	jiāo jiào	kMandarin17 retained
𡥎	U+2194E	cí	zǐ cī	kMandarin17 retained
𡥦	U+21966	nǐ	nǐ jìn	kMandarin17 retained
𡥨	U+21968	nǐ	nǐ jìn	kMandarin17 retained
𡦝	U+2199D	xiáo	xiāo	kMandarin17 retained
𡦟	U+2199F	pí	bì pí	kMandarin17 retained
𡧕	U+219D5	xiáo	xiáo shǒu	kMandarin17 retained
𡧭	U+219ED	guì	guǐ guì	kMandarin17 retained
𡧽	U+219FD	huǎng	huāng huǎng	kMandarin17 retained
𡨇	U+21A07	yǎo	xiǎng yǎo	kMandarin17 retained
𡨳	U+21A33	xiòng	hùn xiòng	kMandarin17 retained
𡩚	U+21A5A	jiā	jiā zhuàn	kMandarin17 retained
𡩤	U+21A64	xī	xí xiǔ xiù sù	kMandarin17 retained
𡪑	U+21A91	è	ề	kMandarin17 retained
𡫁	U+21AC1	qī	qī qīn	kMandarin17 retained
𡫽	U+21AFD	rǔ	rǔ yù	kMandarin17 retained
𡬆	U+21B06	měng	měng mèng	kMandarin17 retained
𡬇	U+21B07	fū	fōu	kMandarin17 retained
𡬊	U+21B0A	yù	rǔ yù	kMandarin17 retained
𡬍	U+21B0D	lóng	mǐ	kMandarin17 retained
𡬐	U+21B10	mí	yí	kMandarin17 retained
𡬓	U+21B13	yí	qiǔ	kMandarin17 retained
𡭋	U+21B4B	rǒng	rǔ	kMandarin17 retained
𡮎	U+21B8E	liáng	liáng liàng	kMandarin17 retained
𡯋	U+21BCB	gān	yū	kMandarin17 retained
𡯑	U+21BD1	shuǐ	zhuǐ shuǐ	kMandarin17 retained
𡯥	U+21BE5	huī	huī huǐ	kMandarin17 retained
𡯴	U+21BF4	chào	chào chuò	kMandarin17 retained
𡯵	U+21BF5	tuǐ	tuǐ tuì	kMandarin17 retained
𡯷	U+21BF7	bò	bò kòu	kMandarin17 retained
𡰅	U+21C05	hú	gǔ	kMandarin17 retained
𡰆	U+21C06	niè	miè	kMandarin17 retained
𡰐	U+21C10	qiào	qiào yào	kMandarin17 retained
𡰑	U+21C11	qiáo	qiáo qiào	kMandarin17 retained
𡰒	U+21C12	zhǒng	zhǒng chòng	kMandarin17 retained
𡰝	U+21C1D	quán	kuān	kMandarin17 retained
𡰠	U+21C20	léi	léi luán	kMandarin17 retained
𡰢	U+21C22	xié	xī	kMandarin17 retained
𡰥	U+21C25	rén	ní rén yí	kMandarin17 retained
𡰪	U+21C2A	dū	tún zhuó	kMandarin17 retained
𡰯	U+21C2F	shǐ	diǎo shǐ cǐ	kMandarin17 retained
𡱁	U+21C41	shǐ	xī shǐ	kMandarin17 retained
𡱆	U+21C46	shǔ	zhǔ shǔ	kMandarin17 retained
𡱔	U+21C54	zhǐ	qì zhǐ	kMandarin17 retained
𡱼	U+21C7C	kè	kuà kuò	kMandarin17 retained
𡲕	U+21C95	tì	tì xiè	kMandarin17 retained
𡲗	U+21C97	jué	juè qū	kMandarin17 retained
𡲣	U+21CA3	jiàng	jiàng xiáng	kMandarin17 retained
𡳆	U+21CC6	qū	qū qù	kMandarin17 retained
𡴱	U+21D31	hù	hù jié	kMandarin17 retained
𡵒	U+21D52	jié	jié qǐ	kMandarin17 retained
𡵓	U+21D53	hóng	hóng róng	kMandarin17 retained
𡶆	U+21D86	pǒ	pō pǒ pí	kMandarin17 retained
𡶌	U+21D8C	pí	pēi pí	kMandarin17 retained
𡶏	U+21D8F	kū	kū jué	kMandarin17 retained
𡶢	U+21DA2	kuàng	kuàng huàng	kMandarin17 retained
𡶤	U+21DA4	bēng	bēng yòng	kMandarin17 retained
𡶴	U+21DB4	chǎn	yǎn	kMandarin17 retained
𡷏	U+21DCF	lù	lè lù lǜ	kMandarin17 retained
𡷐	U+21DD0	ěn	ān	kMandarin17 retained
𡷗	U+21DD7	huàn	huán huàn	kMandarin17 retained
𡷤	U+21DE4	wú	wú yǔ	kMandarin17 retained
𡷪	U+21DEA	yí	nì níng yí	kMandarin17 retained
𡷿	U+21DFF	zhuó	zhuō	kMandarin17 retained
𡸂	U+21E02	tū	tú	kMandarin17 retained
𡸃	U+21E03	xiǎn	jiǎn	kMandarin17 retained
𡸔	U+21E14	xié	xī xié	kMandarin17 retained
𡸕	U+21E15	qióng	qiōng qióng	kMandarin17 retained
𡸡	U+21E21	kē	bā kē	kMandarin17 retained
𡸪	U+21E2A	zì	zhì	kMandarin17 retained
𡺛	U+21E9B	qiāng	huà qiāng	kMandarin17 retained
𡻡	U+21EE1	hàn	hàn yán yǎn	kMandarin17 retained
𡻪	U+21EEA	liáo	liáo jiāo	kMandarin17 retained
𡻭	U+21EED	lěi	lěi lèi	kMandarin17 retained
𡻱	U+21EF1	léi	léi lěi lǜ	kMandarin17 retained
𡽗	U+21F57	xiǎn	xiǎn yǎn	kMandarin17 retained
𡽛	U+21F5B	zuǐ	zuì	kMandarin17 retained
𡽜	U+21F5C	án	àn	kMandarin17 retained
𡾋	U+21F8B	lěi	léi lěi	kMandarin17 retained
𡾜	U+21F9C	jué	huò jué	kMandarin17 retained
𡾦	U+21FA6	niè	niè è	kMandarin17 retained
𡾲	U+21FB2	niè	niè è	kMandarin17 retained
𡿋	U+21FCB	lì	lì liè	kMandarin17 retained
𡿖	U+21FD6	niè	niè yà	kMandarin17 retained
𢀁	U+22001	yì	yí	kMandarin17 retained
𢀖	U+22016	jīng	jīng xíng	kMandarin17 retained
𢀡	U+22021	huī	huī zuǒ	kMandarin17 retained
𢁓	U+22053	shǐ	hài shǐ	kMandarin17 retained
𢁗	U+22057	xiǎn	gàn xiǎn	kMandarin17 retained
𢁻	U+2207B	bù	pù	kMandarin17 retained
𢂁	U+22081	kōu	kōu qú	kMandarin17 retained
𢂊	U+2208A	yǎo	āo yǎo	kMandarin17 retained
𢂏	U+2208F	bèi	bài	kMandarin17 retained
𢂤	U+220A4	pō	pō lù	kMandarin17 retained
𢃩	U+220E9	gǔn	gǔn juǎn	kMandarin17 retained
𢃭	U+220ED	zhōng	zhōng cǒng	kMandarin17 retained
𢃲	U+220F2	è	kè	kMandarin17 retained
𢃳	U+220F3	bǎ	bǎ sháo	kMandarin17 retained
𢃴	U+220F4	là	lā	kMandarin17 retained
𢄅	U+22105	yì	jǐ	kMandarin17 retained
𢄋	U+2210B	yīng	yíng	kMandarin17 retained
𢄓	U+22113	wù	wǔ	kMandarin17 retained
𢄠	U+22120	kōu	kōu qú	kMandarin17 retained
𢄶	U+22136	huà	huò	kMandarin17 retained
𢅚	U+2215A	biǎo	biāo biǎo	kMandarin17 retained
𢅞	U+2215E	lǜ	lù lǜ	kMandarin17 retained
𢅫	U+2216B	huì	suì	kMandarin17 retained
𢅭	U+2216D	lǎi	lài	kMandarin17 retained
𢆜	U+2219C	gé	gě	kMandarin17 retained
𢆯	U+221AF	mì	mì xuán sī	kMandarin17 retained
𢆶	U+221B6	yōu	zī cí yōu	kMandarin17 retained
𢇇	U+221C7	guān	guān guàn	kMandarin17 retained
𢇛	U+221DB	chè	hǎn chǐ chì chè	kMandarin17 retained
𢇪	U+221EA	fàn	pó pān fān fán	kMandarin17 retained
𢈈	U+22208	kē	kè è āo ǎn yāo wā wà	kMandarin17 retained
𢈠	U+22220	cù	là cì cù	kMandarin17 retained
𢈢	U+22222	lǒu	lǔ	kMandarin17 retained
